3.999703e+003,8.979607e+000
4.001632e+003,9.002998e+000
4.003560e+003,9.024544e+000
4.005489e+003,9.045326e+000
4.007417e+003,9.067336e+000
4.009346e+003,9.086768e+000
4.011274e+003,9.102782e+000
4.013203e+003,9.122317e+000
4.015131e+003,9.143082e+000
4.017060e+003,9.160751e+000
4.018988e+003,9.181603e+000
4.020917e+003,9.201762e+000
4.022845e+003,9.218602e+000
4.024774e+003,9.235282e+000
4.026702e+003,9.250162e+000
4.028631e+003,9.268762e+000
4.030559e+003,9.283688e+000
4.032488e+003,9.299373e+000
4.034416e+003,9.316920e+000
4.036345e+003,9.335229e+000
4.038273e+003,9.347301e+000
4.040202e+003,9.360508e+000
4.042130e+003,9.378345e+000
4.044059e+003,9.390329e+000
4.045987e+003,9.399989e+000
4.047916e+003,9.417128e+000
4.049844e+003,9.432243e+000
4.051773e+003,9.446688e+000
4.053701e+003,9.456027e+000
4.055630e+003,9.467767e+000
4.057558e+003,9.481970e+000
4.059487e+003,9.493837e+000
4.061415e+003,9.505065e+000
4.063344e+003,9.521226e+000
4.065272e+003,9.535530e+000
4.067201e+003,9.548836e+000
4.069129e+003,9.562730e+000
4.071058e+003,9.573619e+000
4.072986e+003,9.587459e+000
4.074915e+003,9.604583e+000
4.076843e+003,9.617803e+000
4.078772e+003,9.631617e+000
4.080700e+003,9.650562e+000
4.082629e+003,9.671371e+000
4.084557e+003,9.686669e+000
4.086486e+003,9.705515e+000
4.088414e+003,9.728819e+000
4.090343e+003,9.748403e+000
4.092271e+003,9.769508e+000
4.094200e+003,9.794404e+000
4.096128e+003,9.814849e+000
4.098057e+003,9.836491e+000
4.099985e+003,9.862729e+000
4.101914e+003,9.885776e+000
4.103842e+003,9.906904e+000
4.105771e+003,9.927380e+000
4.107699e+003,9.951612e+000
4.109628e+003,9.976230e+000
4.111556e+003,9.995829e+000
4.113485e+003,1.001537e+001
4.115413e+003,1.003520e+001
4.117342e+003,1.005303e+001
4.119270e+003,1.007535e+001
4.121199e+003,1.009584e+001
4.123127e+003,1.011039e+001
4.125056e+003,1.013251e+001
4.126984e+003,1.015328e+001
4.128913e+003,1.017168e+001
4.130841e+003,1.019334e+001
4.132770e+003,1.021476e+001
4.134698e+003,1.023374e+001
4.136626e+003,1.025269e+001
4.138555e+003,1.027424e+001
4.140484e+003,1.029921e+001
4.142412e+003,1.031851e+001
4.144341e+003,1.033824e+001
4.146269e+003,1.036023e+001
4.148198e+003,1.038039e+001
4.150126e+003,1.039955e+001
4.152055e+003,1.042274e+001
4.153983e+003,1.044955e+001
4.155912e+003,1.047168e+001
4.157840e+003,1.049108e+001
4.159769e+003,1.051235e+001
4.161697e+003,1.053454e+001
4.163625e+003,1.055836e+001
4.165554e+003,1.057885e+001
4.167482e+003,1.059979e+001
4.169411e+003,1.062282e+001
4.171340e+003,1.064609e+001
4.173268e+003,1.067049e+001
4.175197e+003,1.069382e+001
4.177125e+003,1.071605e+001
4.179054e+003,1.074248e+001
4.180982e+003,1.076651e+001
4.182911e+003,1.079158e+001
4.184839e+003,1.081458e+001
4.186768e+003,1.083826e+001
